Title,Genre,Rating,Rating Count,Review Data
Dhool,"Drama, Action, Romance",6,15,"Arumugham is an uneducated, good hearted, helpful village hick. Easwari is his childhood friend. A chemical factory in the village pollutes the local river and when all attempts to stop the factory waste from going to the drinking water falls flat, the villagers decide to send Arumugham to Chennai and meet the concerned minister who has won from their constituency. He sets out for the city with Easwari and her grandmother and they stay with Arumugham's friend and gang."
Jail,Drama,3,2,Three youngsters in a resettlement colony that houses people displaced from their neighbourhood because of gentrification try to chart out a life for themselves.
Sindhanai Sei,"Action, Crime, Drama, Thriller",0,0,"Left by his wife, a jobless youngster joins his school-time friends in carrying out small-time robberies and eventually a bank heist destined to bring chaos."
Dharma Prabhu,"Comedy, Drama, Fantasy",6,2,Lord Shiva accuses Yama for saving the life of a criminal-politician when the latter tries to stop a little girl from dying. Yama is given a few days' time to rectify his action.
Whistle,"Thriller, Drama",7.5,1,"A young girl commits suicide after she is ragged in college. Soon after that, a series of mysterious murders take place in the college. Many believe that this might be the doing of a ghost."
Samar,"Action, Thriller",5.1,14,"Shakthi, a trekking guide, goes to Bangkok after he receives a patch-up invitation from his lover Roopa, who had broken up with him. En route, he strikes up a friendship Maya. When Roopa doesn’t arrive for the rendezvous, Shakthi decides to return to India but gets embroiled in a mystery where he is taken for a millionaire businessman. Pretty soon, even Shakthi starts doubting his own identity. Can he get out of this conundrum?"
Idhu Namma Aalu,"Comedy, Romance",4.7,7,"An eternal romantic falls in love with the girl his father has decided to get him married to, but will his past love affair prove to be a problem?"
Parundhaaguthu Oor kuruvi,"Thriller, Action",0,0,"A small-time criminal is caught up in a situation where he has to save a celebrity actresses' husband, whose life is in danger. But it is not as simple as he thinks."
Inimey Ippadithan,"Comedy, Romance",5.7,7,"Seenu is in love with Maha but his parents fix up his marriage with Akhila. However, circumstances force him to stay silent every time he tries to reveal his love affair."
Gurkha,Comedy,4.8,5,"The security guard of a mall, who belongs to the Gurkha community, becomes the saviour of several people who have been kept under siege by some terrorists."
6 candles,Thriller,7.7,3,"Ram and Lizzy lead a happy life with their son Gautham. On the boy's sixth birthday, they take him out to the beach where he goes missing. Ram begins a long hunt for his son, which takes him all over the country and drives him to the depths of despair. Will there be redemption in the end?"
Jiivi,"Crime, Drama",7.6,14,"Frustrated at his failed romance, Saravanan decides to steal from his landlady’s house. Even as he comes up with clever ways to outsmart the cops, he realises that his actions are echoes from the past."
Echcharikkai,"Crime, Thriller, Horror",4.9,7,"Two men kidnap the daughter of a rich man, and the latter approaches a retired cop to track the missing woman."
Chennai 600028,Comedy,7.1,18,"The Sharks team never wins the local cricket tournament. However, things take a turn when Raghu, a player from the opposition team, decides to join them."
Dum Dum Dum,"Comedy, Action",6.3,5,"Adityan, a city slicker's marriage is fixed by his dad in the village to Ganga, a village belle. He is not happy with it, as he wants to marry a city girl and that too after falling in love. On the other hand, Ganga also is not interested, as she wants to marry only after completing her engineering in the city."
Suttu Pidikka Utharavu,"Action, Thriller",5.5,5,The people of a crowded colony in Coimbatore city go through a hard time as a few heavily armed criminals enter the place when they try to escape from the cops.
Maya,"Drama, Horror, Thriller",6.6,19,"An artist realizes that the story that he is illustrating, about a ghost who was an inmate of an asylum in a forest, could be real. Meanwhile, an aspiring actress takes up a challenge to watch a horror film all alone in the theatre at night. How are these storylines connected?"
Vaanam Kottatum,"Drama, Family",6.4,6,"A simple father's life whose one mistake breaks him away from his dear family. Even after many years, when he finally meets his family, the same mistake haunts him back in a different form."
Priyamaanavale,Drama,7,6,"A modern man, Vijay, marries his father's sincere secretary who hails from a poor family. But their stringent prenuptial agreement grants him the power to end his marriage after 12 months."
Oh My Ghost,"Comedy, Horror, Fantasy",0,0,"An aspiring adult filmmaker and his girlfriend explore a haunted bungalow located in a small village, not realising that he had a past that has led him to a ghost, who was once a powerful queen."
Piragu,,0,0,"Piragu (English: Then) is a 2007 Tamil crime drama film directed by N. Jeeva. The film features Hamsavardhan, Keerthi Chawla and Sunitha Varma in lead roles, with Vadivelu, Kadhal Dhandapani, Malaysia Vasudevan, Sabitha Anand and Emey playing supporting roles. The film, produced by R. Saravana and S. K. Chandhrasekar, had musical score by Srikanth Deva and was released on 21 September 2007."
Saamy²,"Action, Thriller, Romance",3.4,10,The son of Aarusaamy becomes a cop and takes on the criminal who murdered his parents.
Bhavani IPS,,4,2,"Bhavani (Sneha), an honest police officer in Hyderabad, is posted as Assistant Commissioner of police in Tirunelveli upon the request of Tamil Nadu government. The town is controlled by Sivalingam (Kota Srinivasa Rao), a rich and influential baddie and an aspiring politician. He indulges in all unlawful activities."
Vennila Kabadi Kuzhu,"Drama, Comedy, Romance",7.6,9,"A man and his friends are kabaddi players, but they are ridiculed by their families."
Red,"Action, Crime, Drama, Romance, Thriller",5.1,7,"Ajith is Red (it stands for Revolution, Education, Development), an orphan who has since grown up to be the local don in Madurai. Naturally he possesses a heart of gold and when not bashing up bad guys, he spends his time forcing schools to accept students without donations and taking care of orphans. Cheeni(Salim Ghouse) is his biggest enemy. Red falls for Gayatri(Priya Gill), the daughter of his friend and confidante Narayanan(Manivannan) and helps her without her knowledge. She too likes him but wants him to give up his life of violence. Meanwhile a reporter(Rajesh) for Ananda Vikatan begins to serialise Red's story under the name Aadi and it becomes quite the rage among readers"
Biskoth,"Comedy, Romance",4.8,4,"The son of a biscuit maker grows up as a worker in the company that his dead father founded. One say, a guardian angel walks into his life, and tells him stories that change his life for the better."
Endrendrum Punnagai,"Comedy, Romance",6.5,14,"Gowtham has a troubled childhood once his mother goes astray. He develops a dislike towards women in general and would often been seen in a pensive mood. Things change for the better when he bonds with Sri and Baby at school. They make a pact that they would never marry in life. When circumstances force Sri and Baby to deviate from this, the bonding of the trio breaks and Gowtham comes to understanding how his perceived misconceptions about life is so untrue."
N4,"Action, Thriller",0,0,The lives of different sets of people residing in Kasimedu change irreversibly overnight after an unforeseen incident. What happens next and how does karma play a major role in their lives?
Kannamoochi Yenada,,7,1,"Harish Venkatraman, a software architect by profession who lives in Malaysia, is the millionaire nephew of Maheswaran Iyer. He stumbles upon the psychiatry student Deva and falls for her that very instant."
Vaaliba Raja,"Romance, Comedy",3.3,3,A man who has difficulty in choosing between two girls for his life partner approaches a psychiatrist for help.
Maaveeran Kittu,"Drama, History",7,2,A state topper from a lower caste goes missing after an upper caste cop picks him up for questioning. What has happened to him?
Kolaiyuthir Kaalam,"Crime, Thriller, Horror",4.3,7,"The heiress of a multi-millionaire, a hearing and speech impaired young woman, has to fend off a slasher all alone in her palatial estate."
